PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Deck,Title,FamilySize,IsAlone,AgeGroup,FareGroup,Sex_encoded,Embarked_encoded
1180,0,3,male,24,0,0,7.2292,C,1,F,Mr,1,1,Adult,Low,0,1
1181,0,3,male,24,0,0,8.05,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1182,0,1,male,42,0,0,39.6,S,0,Unknown,Mr,1,1,MiddleAge,VeryHigh,0,0
1183,1,3,female,30,0,0,6.95,Q,0,Unknown,Miss,1,1,Adult,Low,1,2
1184,0,3,male,24,0,0,7.2292,C,0,Unknown,Mr,1,1,Adult,Low,0,1
1185,0,1,male,53,1,1,81.8583,S,1,A,Rare,3,0,MiddleAge,VeryHigh,0,0
1186,0,3,male,36,0,0,9.5,S,0,Unknown,Mr,1,1,MiddleAge,Medium,0,0
1187,0,3,male,26,0,0,7.8958,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1188,1,2,female,1,1,2,41.5792,C,0,Unknown,Miss,4,0,Child,VeryHigh,1,1
1189,0,3,male,24,2,0,21.6792,C,0,Unknown,Mr,3,0,Adult,High,0,1
1190,0,1,male,30,0,0,45.5,S,0,Unknown,Mr,1,1,Adult,VeryHigh,0,0
1191,0,3,male,29,0,0,7.8542,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1192,0,3,male,32,0,0,7.775,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1193,0,2,male,28,0,0,15.0458,C,1,D,Mr,1,1,Adult,High,0,1
1194,0,2,male,43,0,1,21,S,0,Unknown,Mr,2,0,MiddleAge,High,0,0
1195,0,3,male,24,0,0,8.6625,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1196,1,3,female,22,0,0,7.75,Q,0,Unknown,Miss,1,1,Adult,Low,1,2
1197,1,1,female,64,1,1,26.55,S,1,B,Mrs,3,0,Senior,High,1,0
1198,0,1,male,30,1,2,151.55,S,1,C,Mr,4,0,Adult,VeryHigh,0,0
1199,0,3,male,0.83,0,1,9.35,S,0,Unknown,Master,2,0,Child,Medium,0,0
1200,0,1,male,55,1,1,93.5,S,1,B,Mr,3,0,MiddleAge,VeryHigh,0,0
1201,1,3,female,45,1,0,14.1083,S,0,Unknown,Mrs,2,0,MiddleAge,Medium,1,0
1202,0,3,male,18,0,0,8.6625,S,0,Unknown,Mr,1,1,Teen,Medium,0,0
1203,0,3,male,22,0,0,7.225,C,0,Unknown,Mr,1,1,Adult,Low,0,1
1204,0,3,male,24,0,0,7.575,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1205,1,3,female,37,0,0,7.75,Q,0,Unknown,Miss,1,1,MiddleAge,Low,1,2
1206,1,1,female,55,0,0,135.6333,C,1,C,Mrs,1,1,MiddleAge,VeryHigh,1,1
1207,1,3,female,17,0,0,7.7333,Q,0,Unknown,Miss,1,1,Teen,Low,1,2
1208,0,1,male,57,1,0,146.5208,C,1,B,Mr,2,0,MiddleAge,VeryHigh,0,1
1209,0,2,male,19,0,0,10.5,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1210,0,3,male,27,0,0,7.8542,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1211,0,2,male,22,2,0,31.5,S,0,Unknown,Mr,3,0,Adult,VeryHigh,0,0
1212,0,3,male,26,0,0,7.775,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1213,0,3,male,25,0,0,7.2292,C,1,F,Mr,1,1,Adult,Low,0,1
1214,0,2,male,26,0,0,13,S,1,F,Mr,1,1,Adult,Medium,0,0
1215,0,1,male,33,0,0,26.55,S,0,Unknown,Mr,1,1,Adult,High,0,0
1216,1,1,female,39,0,0,211.3375,S,0,Unknown,Miss,1,1,MiddleAge,VeryHigh,1,0
1217,0,3,male,23,0,0,7.05,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1218,1,2,female,12,2,1,39,S,1,F,Miss,4,0,Child,VeryHigh,1,0
1219,0,1,male,46,0,0,79.2,C,0,Unknown,Mr,1,1,MiddleAge,VeryHigh,0,1
1220,0,2,male,29,1,0,26,S,0,Unknown,Mr,2,0,Adult,High,0,0
1221,0,2,male,21,0,0,13,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1222,1,2,female,48,0,2,36.75,S,0,Unknown,Mrs,3,0,MiddleAge,VeryHigh,1,0
1223,0,1,male,39,0,0,29.7,C,1,A,Mr,1,1,MiddleAge,High,0,1
1224,0,3,male,24,0,0,7.225,C,0,Unknown,Mr,1,1,Adult,Low,0,1
1225,1,3,female,19,1,1,15.7417,C,0,Unknown,Mrs,3,0,Adult,High,1,1
1226,0,3,male,27,0,0,7.8958,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1227,0,1,male,30,0,0,26,S,1,C,Mr,1,1,Adult,High,0,0
1228,0,2,male,32,0,0,13,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1229,0,3,male,39,0,2,7.2292,C,0,Unknown,Mr,3,0,MiddleAge,Low,0,1
1230,0,2,male,25,0,0,31.5,S,0,Unknown,Mr,1,1,Adult,VeryHigh,0,0
1231,0,3,male,24,0,0,7.2292,C,0,Unknown,Master,1,1,Adult,Low,0,1
1232,0,2,male,18,0,0,10.5,S,0,Unknown,Mr,1,1,Teen,Medium,0,0
1233,0,3,male,32,0,0,7.5792,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1234,0,3,male,24,1,9,69.55,S,0,Unknown,Mr,11,0,Adult,VeryHigh,0,0
1235,1,1,female,58,0,1,512.3292,C,1,B,Mrs,2,0,MiddleAge,VeryHigh,1,1
1236,0,3,male,24,1,1,14.5,S,0,Unknown,Master,3,0,Adult,High,0,0
1237,1,3,female,16,0,0,7.65,S,0,Unknown,Miss,1,1,Teen,Low,1,0
1238,0,2,male,26,0,0,13,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1239,1,3,female,38,0,0,7.2292,C,0,Unknown,Mrs,1,1,MiddleAge,Low,1,1
1240,0,2,male,24,0,0,13.5,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1241,1,2,female,31,0,0,21,S,0,Unknown,Miss,1,1,Adult,High,1,0
1242,1,1,female,45,0,1,63.3583,C,1,D,Mrs,2,0,MiddleAge,VeryHigh,1,1
1243,0,2,male,25,0,0,10.5,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1244,0,2,male,18,0,0,73.5,S,0,Unknown,Mr,1,1,Teen,VeryHigh,0,0
1245,0,2,male,49,1,2,65,S,0,Unknown,Mr,4,0,MiddleAge,VeryHigh,0,0
1246,1,3,female,0.17,1,2,20.575,S,0,Unknown,Miss,4,0,Child,High,1,0
1247,0,1,male,50,0,0,26,S,1,E,Mr,1,1,MiddleAge,High,0,0
1248,1,1,female,59,2,0,51.4792,S,1,C,Mrs,3,0,MiddleAge,VeryHigh,1,0
1249,0,3,male,24,0,0,7.8792,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1250,0,3,male,24,0,0,7.75,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1251,1,3,female,30,1,0,15.55,S,0,Unknown,Mrs,2,0,Adult,High,1,0
1252,0,3,male,14.5,8,2,69.55,S,0,Unknown,Master,11,0,Teen,VeryHigh,0,0
1253,1,2,female,24,1,1,37.0042,C,0,Unknown,Mrs,3,0,Adult,VeryHigh,1,1
1254,1,2,female,31,0,0,21,S,0,Unknown,Mrs,1,1,Adult,High,1,0
1255,0,3,male,27,0,0,8.6625,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1256,1,1,female,25,1,0,55.4417,C,1,E,Mrs,2,0,Adult,VeryHigh,1,1
1257,1,3,female,22,1,9,69.55,S,0,Unknown,Mrs,11,0,Adult,VeryHigh,1,0
1258,0,3,male,24,1,0,14.4583,C,0,Unknown,Mr,2,0,Adult,High,0,1
1259,1,3,female,22,0,0,39.6875,S,0,Unknown,Miss,1,1,Adult,VeryHigh,1,0
1260,1,1,female,45,0,1,59.4,C,0,Unknown,Mrs,2,0,MiddleAge,VeryHigh,1,1
1261,0,2,male,29,0,0,13.8583,C,0,Unknown,Mr,1,1,Adult,Medium,0,1
1262,0,2,male,21,1,0,11.5,S,0,Unknown,Mr,2,0,Adult,Medium,0,0
1263,1,1,female,31,0,0,134.5,C,1,E,Miss,1,1,Adult,VeryHigh,1,1
1264,0,1,male,49,0,0,0,S,1,B,Mr,1,1,MiddleAge,Low,0,0
1265,0,2,male,44,0,0,13,S,0,Unknown,Mr,1,1,MiddleAge,Medium,0,0
1266,1,1,female,54,1,1,81.8583,S,1,A,Mrs,3,0,MiddleAge,VeryHigh,1,0
1267,1,1,female,45,0,0,262.375,C,0,Unknown,Miss,1,1,MiddleAge,VeryHigh,1,1
1268,1,3,female,22,2,0,8.6625,S,0,Unknown,Miss,3,0,Adult,Medium,1,0
1269,0,2,male,21,0,0,11.5,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1270,0,1,male,55,0,0,50,S,1,C,Mr,1,1,MiddleAge,VeryHigh,0,0
1271,0,3,male,5,4,2,31.3875,S,0,Unknown,Master,7,0,Child,High,0,0
1272,0,3,male,24,0,0,7.75,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1273,0,3,male,26,0,0,7.8792,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1274,1,3,female,22,0,0,14.5,S,0,Unknown,Mrs,1,1,Adult,High,1,0
1275,1,3,female,19,1,0,16.1,S,0,Unknown,Mrs,2,0,Adult,High,1,0
1276,0,2,male,28,0,0,12.875,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1277,1,2,female,24,1,2,65,S,0,Unknown,Miss,4,0,Adult,VeryHigh,1,0
1278,0,3,male,24,0,0,7.775,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1279,0,2,male,57,0,0,13,S,0,Unknown,Mr,1,1,MiddleAge,Medium,0,0
1280,0,3,male,21,0,0,7.75,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1281,0,3,male,6,3,1,21.075,S,0,Unknown,Master,5,0,Child,High,0,0
1282,0,1,male,23,0,0,93.5,S,1,B,Mr,1,1,Adult,VeryHigh,0,0
1283,1,1,female,51,0,1,39.4,S,1,D,Mrs,2,0,MiddleAge,VeryHigh,1,0
1284,0,3,male,13,0,2,20.25,S,0,Unknown,Master,3,0,Teen,High,0,0
1285,0,2,male,47,0,0,10.5,S,0,Unknown,Mr,1,1,MiddleAge,Medium,0,0
1286,0,3,male,29,3,1,22.025,S,0,Unknown,Mr,5,0,Adult,High,0,0
1287,1,1,female,18,1,0,60,S,1,C,Mrs,2,0,Teen,VeryHigh,1,0
1288,0,3,male,24,0,0,7.25,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1289,1,1,female,48,1,1,79.2,C,1,B,Mrs,3,0,MiddleAge,VeryHigh,1,1
1290,0,3,male,22,0,0,7.775,S,0,Unknown,Mr,1,1,Adult,Low,0,0
1291,0,3,male,31,0,0,7.7333,Q,0,Unknown,Mr,1,1,Adult,Low,0,2
1292,1,1,female,30,0,0,164.8667,S,1,C,Miss,1,1,Adult,VeryHigh,1,0
1293,0,2,male,38,1,0,21,S,0,Unknown,Mr,2,0,MiddleAge,High,0,0
1294,1,1,female,22,0,1,59.4,C,0,Unknown,Miss,2,0,Adult,VeryHigh,1,1
1295,0,1,male,17,0,0,47.1,S,0,Unknown,Mr,1,1,Teen,VeryHigh,0,0
1296,0,1,male,43,1,0,27.7208,C,1,D,Mr,2,0,MiddleAge,High,0,1
1297,0,2,male,20,0,0,13.8625,C,1,D,Mr,1,1,Adult,Medium,0,1
1298,0,2,male,23,1,0,10.5,S,0,Unknown,Mr,2,0,Adult,Medium,0,0
1299,0,1,male,50,1,1,211.5,C,1,C,Mr,3,0,MiddleAge,VeryHigh,0,1
1300,1,3,female,22,0,0,7.7208,Q,0,Unknown,Miss,1,1,Adult,Low,1,2
1301,1,3,female,3,1,1,13.775,S,0,Unknown,Miss,3,0,Child,Medium,1,0
1302,1,3,female,22,0,0,7.75,Q,0,Unknown,Miss,1,1,Adult,Low,1,2
1303,1,1,female,37,1,0,90,Q,1,C,Mrs,2,0,MiddleAge,VeryHigh,1,2
1304,1,3,female,28,0,0,7.775,S,0,Unknown,Miss,1,1,Adult,Low,1,0
1305,0,3,male,24,0,0,8.05,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1306,1,1,female,39,0,0,108.9,C,1,C,Rare,1,1,MiddleAge,VeryHigh,1,1
1307,0,3,male,38.5,0,0,7.25,S,0,Unknown,Mr,1,1,MiddleAge,Low,0,0
1308,0,3,male,24,0,0,8.05,S,0,Unknown,Mr,1,1,Adult,Medium,0,0
1309,0,3,male,24,1,1,22.3583,C,0,Unknown,Master,3,0,Adult,High,0,1
